,uy_id,result_placename,searched_placename,admin1,country_name,lat,lng,src_id,country_code,url,src,namiest,uezd,partof_id,
127,214,Staryy Kych,стар,Udmurtiya,Russia,57.5339,53.7207,487945,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
128,214,Staryy Kurlak,стар,Voronezj,Russia,51.41444,40.53472,487950,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
129,214,Staryy Kurdym,стар,Bashkortostan,Russia,56.254,55.4899,487951,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
130,214,Staryy Kryazhim,стар,Penza,Russia,53.07421,46.19278,487956,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
131,214,Staryy Karlygan,стар,Penza,Russia,52.4696,45.8189,487974,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
132,214,Staryye Urmary,стар,Chuvashia,Russia,55.68421,47.99203,488011,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
133,214,Staryye Turdaki,стар,Mordoviya,Russia,53.91563,45.48107,488018,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
134,214,Staryye Turdaki,стар,Penza,Russia,53.02941,45.69737,488019,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
135,214,Staryye Maklaushi,стар,Ulyanovsk,Russia,54.4556,47.4595,488062,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
136,214,Staryye Kazanchi,стар,Bashkortostan,Russia,56.20565,56.22428,488080,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
137,214,Staryye Kakerli,стар,Tatarstan,Russia,54.83392,47.52202,488090,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
138,214,Staryye Chukaly,стар,Chuvashia,Russia,54.7128,47.20327,488105,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
139,214,Staryye Chukaly,стар,Tatarstan,Russia,54.6488,47.5409,488106,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
140,214,Staryye Arti,стар,Sverdlovsk,Russia,56.31935,58.59196,488129,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
141,214,Staryye Algashi,стар,Ulyanovsk,Russia,54.6577,47.7367,488130,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
142,214,Staryy Chukhlem,стар,Komi Republic,Russia,61.23758,50.17686,488140,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
143,214,Staryy Chirchim,стар,Penza,Russia,52.76747,46.36169,488141,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
144,214,Staryy Chad,стар,Perm,Russia,56.9269,55.4279,488143,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
145,214,Staryy Bereznyak,стар,Udmurtiya,Russia,56.33239,52.44066,488159,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
146,214,Staryy Atlash,стар,Ulyanovsk,Russia,52.78719,47.30758,488165,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
147,214,Staryy Ashit,стар,Tatarstan,Russia,56.34685,49.66425,488166,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
148,214,Staroye Zakharkino,стар,Penza,Russia,52.90111,45.238,488223,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
149,214,Staroye Selo,стар,Tverskaya,Russia,57.27105,32.79501,488312,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
150,214,Staroye Pogorelovo,стар,Ulyanovsk,Russia,54.12281,46.85839,488349,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
151,214,Staroye Opokino,стар,Vladimir,Russia,55.73242,40.90838,488369,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
152,214,Staroye Kvasovo,стар,Vologda,Russia,58.7711,36.1793,488396,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
153,214,Staroye Gorkolovo,стар,Leningrad,Russia,59.79733,28.668,488452,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
154,214,Staroye Drakino,стар,Mordoviya,Russia,53.895,43.95111,488467,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
155,214,Staroye Churilino,стар,Tatarstan,Russia,56.02702,49.72911,488472,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
156,214,Staroye Chirkovo,стар,Ulyanovsk,Russia,52.89686,46.96996,488474,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
157,214,Staroye Badikovo,стар,Mordoviya,Russia,53.84005,42.69783,488504,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
158,214,Starovaryash,стар,Bashkortostan,Russia,56.0856,55.2872,488592,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
159,214,Starouralka,стар,Bashkortostan,Russia,52.73333,55.83333,488597,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
160,214,Starotarbeyevo,стар,Tambov,Russia,52.8541,40.3268,488614,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
161,214,Staroshaygovo,стар,Mordoviya,Russia,54.30763,44.47282,488638,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
162,214,Staraya Mushta,стар,Bashkortostan,Russia,55.80256,54.24031,488736,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
163,214,Staro-Khmelevoye,стар,Tambov,Russia,52.7964,40.5276,488798,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
164,214,Staryye Kargaly,стар,Bashkortostan,Russia,55.96507,55.65133,488804,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
165,214,Starokalkash,стар,Bashkortostan,Russia,53.48395,55.39366,488813,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
166,214,Staryye Bagazy,стар,Bashkortostan,Russia,55.88415,56.88593,488885,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
167,214,Staraya Zhukovka,стар,Saratov,Russia,52.20002,46.5185,488999,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
168,214,Staraya Tushka,стар,Kirov,Russia,56.74419,50.50565,489033,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
169,214,Staraya Topovka,стар,Saratov,Russia,50.97356,45.31427,489044,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
170,214,Staraya Tolkovka,стар,Penza,Russia,53.43887,43.46955,489046,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
171,214,Staraya Ruza,стар,Moskovskaya,Russia,55.64929,36.33105,489087,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
172,214,Staraya Rudka,стар,Nizjnij Novgorod,Russia,56.96119,46.48801,489090,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
173,214,Staraya Porubezhka,стар,Saratov,Russia,52.0589,49.1863,489101,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
174,214,Staraya Omga,стар,Udmurtiya,Russia,56.57493,51.24843,489121,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
175,214,Staraya Kriusha,стар,Voronezj,Russia,50.1997,41.1507,489165,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
176,214,Staraya Kazanka,стар,Udmurtiya,Russia,56.61162,51.40688,489191,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
177,214,Staraya Ivanovka,стар,Saratov,Russia,51.5969,44.57164,489208,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
178,214,Staraya Fëdorovka,стар,Mordoviya,Russia,54.48997,44.7567,489220,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
179,214,Staraya Chuncha,стар,Udmurtiya,Russia,56.98613,51.97565,489229,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
180,214,Staroye Tonino,стар,Rjazan,Russia,54.5477,40.5398,482234,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
181,214,Staryy Tyazhin,стар,Kemerovo,Russia,56.13746,88.57028,1490911,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
182,214,Staryy Kavdyk,стар,Tjumen,Russia,56.76968,66.22834,1490923,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
183,214,Staryy Katysh,стар,Khanty-Mansiyskiy Avtonomnyy Okrug,Russia,59.45,66.8,1490924,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
184,214,Staryy Karapuz,стар,Novosibirsk,Russia,55.06943,78.90713,1490988,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
185,214,Staraya Azhinka,стар,Altai Krai,Russia,52.6388,86.3905,1491049,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
186,214,Staryy Khogot,стар,Irkutsk,Russia,53.29167,105.78722,2016047,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=78.0&west=24.8&east=180&name=%D1%81%D1%82%D0%B0%D1%80&south=38.6&featureClass=P,geonames,нот_ин_теxт,стар,0,
187,217,not_found,повенецк,not_found,not_found,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&north=65.783333&west=30.35&east=38.35&name=%D0%BF%D0%BE%D0%B2%D0%B5%D0%BD%D0%B5%D1%86%D0%BA&south=57.783333&featureClass=P,geonames,олонецк,повенецк,20,
188,218,not_found,инсарск,not_found,not_found,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&north=54.837&west=41.8373&east=46.7277&name=%D0%B8%D0%BD%D1%81%D0%B0%D1%80%D1%81%D0%BA&south=52.3247&featureClass=P,geonames,пензенск,инсарск,22,
189,218,Insar,инсар,Mordoviya,Russia,54.06504,44.29102,556317,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=54.837&west=41.8373&east=46.7277&name=%D0%B8%D0%BD%D1%81%D0%B0%D1%80&south=52.3247&featureClass=P,geonames,пензенск,инсарск,22,
190,218,Insar,инсар,Mordoviya,Russia,53.86531,44.37382,556318,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=54.837&west=41.8373&east=46.7277&name=%D0%B8%D0%BD%D1%81%D0%B0%D1%80&south=52.3247&featureClass=P,geonames,пензенск,инсарск,22,
191,218,Insar-Akshino,инсар,Mordoviya,Russia,54.00988,44.78286,556315,RU,http://api.geonames.org/search?username=jaguillette&type=json&north=54.837&west=41.8373&east=46.7277&name=%D0%B8%D0%BD%D1%81%D0%B0%D1%80&south=52.3247&featureClass=P,geonames,пензенск,инсарск,22,
